,datadate,ticker,after-tax interest coverage,interest coverage ratio,cash flow/ total debt,operating margin before dep.,operating margin after dep.,return on equity,return on capital employed,LTD/ total assets,total debt/ total assets,book/ market,interest/ average LTD,interest/ average total debt,cash balance/ total liabilities,total debt/ EBITDA,short-term debt/ total debt,LTD/ total liabilities,free cash flow/ operating cash flow,total liabilities/ total tangible assets,LTD/ book equity,total debt/ capital,total debt/ equity,asset turnover,receivables turnover,payables turnover,sales/invested capital,sales/stockholders equity,accruals/average assets,price/ book,shillers cyclically adjusted P/E ratio,enterprise value multiple,"price/ operating earnings (Basic, Excl. EI)","price/ operating earnings (Diluted, Excl. EI)","P/E (Diluted, Excl. EI)","P/E (Diluted, Incl. EI)",price/ sales,price/ cash flow,dividend payout ratio,net profit magin,gross profit margin,pre-tax profit margin,return on assets,after-tax return on average common equity,after-tax return on invested capital,after-tax return on average stockholders' equity,gross profit/ total assets,common equity/invested capital,LTD/ invested capital,total debt/ invested capital,capitalization ratio,cash flow margin,splticrm,rating,prev_rating,rating_diff,after-tax interest coverage_change,interest coverage ratio_change,cash flow/ total debt_change,operating margin before dep._change,return on equity_change,total debt/ total assets_change,book/ market_change,interest/ average LTD_change,interest/ average total debt_change,cash balance/ total liabilities_change,free cash flow/ operating cash flow_change,total liabilities/ total tangible assets_change,total debt/ capital_change,total debt/ equity_change,asset turnover_change,receivables turnover_change,payables turnover_change,sales/invested capital_change,sales/stockholders equity_change,price/ book_change,shillers cyclically adjusted P/E ratio_change,enterprise value multiple_change,"price/ operating earnings (Basic, Excl. EI)_change","price/ operating earnings (Diluted, Excl. EI)_change","P/E (Diluted, Excl. EI)_change","P/E (Diluted, Incl. EI)_change",price/ sales_change,price/ cash flow_change,gross profit margin_change,after-tax return on average common equity_change,after-tax return on average stockholders' equity_change,gross profit/ total assets_change,common equity/invested capital_change,cash flow margin_change,rating_change,prev_rating_change,rating_diff_change
47,2015-01-31,CLF,0.464,1.485,0.184,0.161,0.066,-0.015,0.029,0.311,0.539,1.616,0.053,0.05,0.055,5.522,0.059,0.543,0.375,0.655,0.503,0.452,1.315,0.35,18.724,9.92,0.464,0.852,-0.057,0.181,2.153,11.129,-35.667,-35.667,-6.83,-0.165,0.254,1.744,0.253,-0.024,0.213,-0.005,0.047,-0.027,0.004,-0.016,0.074,0.457,0.389,0.413,0.416,-1.648,B,6,8.0,-2.0,-0.831,-0.593,0.0,-0.337,-1.312,0.121,-0.412,0.039,0.02,0.038,1.193,0.145,0.159,0.231,0.048,-0.022,0.002,0.072,0.148,-0.335,-0.413,0.624,-7.702,-7.575,-1.973,-1.004,-0.345,-0.358,-0.273,-1.562,-1.314,-0.245,-0.107,-12.444,-0.25,-0.333,-0.5
48,2016-01-31,CLF,4.096,0.419,0.073,0.092,0.035,0.148,0.087,1.107,1.653,1.267,0.074,0.073,0.067,12.551,0.013,0.661,0.443,3.868,1.111,2.39,-2.439,0.958,9.817,12.618,2.18,4.973,0.153,2.01,0.535,18.666,0.603,0.719,0.44,-0.135,0.096,1.264,0.202,0.26,0.133,0.121,0.071,-0.3,0.542,-0.504,0.128,-2.16,2.485,2.517,2.633,-0.395,CC,1,6.0,-5.0,7.828,-0.718,-0.603,-0.429,-10.867,2.067,-0.216,0.396,0.46,0.218,0.181,4.905,4.288,-2.855,1.737,-0.476,0.272,3.698,4.837,10.105,-0.752,0.677,-1.017,-1.02,-1.064,-0.182,-0.622,-0.275,-0.376,10.111,30.5,0.73,-5.726,-0.76,-0.833,-0.25,1.5
49,2016-04-30,CLF,1.591,0.567,0.01,0.129,0.064,0.242,0.247,1.299,1.848,1.179,0.079,0.077,0.072,10.651,0.006,0.698,-1.132,3.727,1.421,3.205,-1.992,0.762,6.161,8.284,2.14,5.016,0.037,2.467,-0.802,14.391,-4.835,-4.835,8.365,-1.027,0.475,25.297,0.0,0.067,0.183,0.155,0.098,-0.04,0.271,-0.079,0.173,-2.874,2.919,2.938,3.559,0.137,CCC+,3,1.0,2.0,-0.612,0.353,-0.863,0.402,0.635,0.118,-0.069,0.068,0.055,0.075,-3.555,-0.036,0.341,-0.183,-0.205,-0.372,-0.343,-0.018,0.009,0.227,-2.499,-0.229,-9.018,-7.725,18.011,6.607,3.948,19.013,0.376,-0.867,-0.843,0.352,0.331,-1.347,2.0,-0.833,-1.4
50,2017-02-28,CLF,1.968,1.358,0.093,0.183,0.129,0.555,0.658,1.16,1.692,0.888,0.081,0.08,0.099,5.754,0.008,0.68,0.772,3.306,2.454,2.675,-2.222,1.044,10.873,13.409,2.399,5.158,-0.054,3.992,-2.07,10.81,21.755,22.208,10.99,12.253,1.45,10.135,0.0,0.092,0.243,0.098,0.191,-0.093,0.445,-0.113,0.267,-1.658,2.507,2.527,2.954,0.158,B,6,3.0,3.0,0.237,1.395,8.3,0.419,1.293,-0.084,-0.247,0.025,0.039,0.375,-1.682,-0.113,-0.165,0.115,0.37,0.765,0.619,0.121,0.028,0.618,1.581,-0.249,-5.499,-5.593,0.314,-12.931,2.053,-0.599,0.328,1.325,0.43,0.543,-0.423,0.153,1.0,2.0,0.5
51,2011-09-30,CMI,23.969,27.415,0.186,0.131,0.111,0.339,0.342,0.076,0.522,0.259,0.092,0.081,0.234,0.381,0.117,0.128,0.631,2.725,0.15,0.328,1.17,1.518,6.534,8.258,2.788,3.399,0.016,3.082,20.901,9.964,11.065,11.11,10.717,10.717,0.99,12.018,0.137,0.093,0.265,0.14,0.209,0.339,0.308,0.339,0.403,0.82,0.123,0.139,0.13,0.12,A,22,16.0,6.0,0.34,0.378,-0.215,0.236,0.614,-0.04,-0.148,0.314,0.286,0.054,-0.2,0.062,0.035,-0.081,0.148,0.056,-0.042,0.116,0.098,-0.335,-0.257,0.067,-0.549,-0.547,-0.546,-0.546,-0.361,-0.17,0.043,0.614,0.614,0.199,0.016,0.188,0.375,0.143,2.0
52,2014-08-31,CMI,21.671,24.553,0.305,0.126,0.103,0.218,0.215,0.117,0.474,0.276,0.046,0.044,0.363,0.756,0.037,0.237,0.647,2.218,0.223,0.318,0.944,1.222,6.222,7.723,1.913,2.436,-0.018,3.427,20.188,12.368,17.849,17.893,17.112,17.112,1.473,14.583,0.293,0.087,0.273,0.123,0.161,0.219,0.193,0.219,0.334,0.785,0.176,0.183,0.183,0.115,A+,25,22.0,3.0,-0.096,-0.104,0.64,-0.038,-0.357,-0.092,0.066,-0.5,-0.457,0.551,0.025,-0.186,-0.03,-0.193,-0.195,-0.048,-0.065,-0.314,-0.283,0.112,-0.034,0.241,0.613,0.611,0.597,0.597,0.488,0.213,0.03,-0.354,-0.354,-0.171,-0.043,-0.042,0.136,0.375,-0.5
53,2014-12-31,CMS,2.19,2.84,0.102,0.254,0.161,0.094,0.1,0.466,0.797,0.669,0.053,0.049,0.034,4.568,0.076,0.54,-0.225,1.131,1.448,0.711,3.915,0.401,8.657,8.647,0.632,1.97,-0.044,1.759,24.854,8.942,19.093,19.413,19.744,19.744,1.341,7.586,0.586,0.067,0.254,0.104,0.104,0.137,0.07,0.135,0.102,0.318,0.679,0.735,0.679,0.161,BBB+,16,14.0,2.0,0.121,0.044,0.146,-0.038,0.044,-0.017,0.014,-0.117,-0.075,2.778,-21.455,-0.06,-0.003,-0.088,0.066,0.28,0.035,0.011,0.011,0.007,0.111,0.065,0.093,0.084,-0.018,0.003,0.139,0.267,-0.038,0.132,0.134,0.052,0.006,0.045,0.143,0.167,0.0
54,2013-05-31,CNP,1.738,2.273,0.1,0.303,0.166,0.05,0.09,0.431,0.809,0.836,0.067,0.058,0.067,4.136,0.139,0.459,0.381,1.366,0.995,0.702,4.225,0.344,10.449,12.079,0.611,1.797,-0.069,1.157,20.179,8.013,17.17,17.299,24.146,24.146,1.281,5.045,0.835,0.054,0.303,0.099,0.104,0.097,0.058,0.097,0.104,0.34,0.66,0.766,0.66,0.195,A-,19,16.0,3.0,-0.245,0.023,0.22,0.152,-0.6,-0.021,-0.129,-0.029,-0.108,1.094,0.621,-0.017,-0.045,-0.11,-0.177,-0.018,-0.063,-0.114,-0.252,0.095,0.036,0.047,0.079,0.069,1.196,2.858,0.27,0.102,0.152,-0.598,-0.598,-0.055,0.185,-0.03,0.188,0.143,0.5
55,2015-12-31,CNX,-0.616,-3.133,0.146,-0.014,-0.231,-0.061,-0.074,0.309,0.558,2.14,0.072,0.057,0.011,-91.94,0.204,0.441,-1.473,0.638,0.542,0.444,1.274,0.241,5.337,6.012,0.351,0.55,-0.071,0.377,7.117,-231.02,-4.647,-4.62,-5.524,-5.448,0.656,3.686,0.341,-0.119,-0.014,-0.206,-0.003,-0.064,-0.014,-0.064,-0.003,0.637,0.358,0.45,0.36,0.106,BB-,8,9.0,-1.0,-1.046,-1.176,-0.12,-1.052,-1.184,-0.244,9.808,-0.258,0.295,-0.083,-55.556,-0.315,0.099,-0.601,-0.599,-0.607,-0.399,-0.811,-0.784,-0.928,-0.66,-29.074,-1.339,-1.332,-1.382,-1.377,-0.683,-0.629,-1.047,-1.193,-1.193,-1.017,-0.127,-0.523,-0.111,-0.1,0.0
56,2016-05-31,CNX,-1.362,-4.246,0.083,-0.106,-0.363,-0.092,-0.097,0.337,0.563,1.793,0.071,0.053,0.024,-15.408,0.263,0.441,-0.989,0.645,0.575,0.461,1.319,0.207,5.854,7.824,0.302,0.485,-0.078,0.759,20.242,-27.537,-6.071,-6.071,-7.719,-6.347,1.554,8.679,0.286,-0.202,-0.106,-0.256,-0.021,-0.094,-0.033,-0.094,-0.022,0.623,0.362,0.491,0.368,0.075,B,6,8.0,-2.0,1.211,0.355,-0.432,6.571,0.508,0.009,-0.162,-0.014,-0.07,1.182,-0.329,0.011,0.038,0.035,-0.141,0.097,0.301,-0.14,-0.118,1.013,1.844,-0.881,0.306,0.314,0.397,0.165,1.369,1.355,6.571,0.469,0.469,6.333,-0.022,-0.292,-0.25,-0.111,1.0
57,2017-02-28,CNX,-1.824,-2.492,0.09,0.063,-0.256,-0.127,-0.064,0.302,0.571,0.908,0.07,0.06,0.012,23.58,0.004,0.527,0.517,0.644,0.727,0.443,1.38,0.187,5.047,6.731,0.28,0.494,-0.101,0.941,-63.362,59.133,-6.542,-6.542,-6.542,-4.208,1.904,7.612,0.164,-0.29,0.063,-0.28,0.012,-0.128,-0.045,-0.128,0.013,0.567,0.412,0.414,0.421,0.033,B+,7,6.0,1.0,0.339,-0.413,0.084,-1.594,0.38,0.014,-0.494,-0.014,0.132,-0.5,-1.523,-0.002,-0.039,0.046,-0.097,-0.138,-0.14,-0.073,0.019,0.24,-4.13,-3.147,0.078,0.078,-0.152,-0.337,0.225,-0.123,-1.594,0.362,0.362,-1.591,-0.09,-0.56,0.167,-0.25,-1.5
58,2012-07-31,CPB,7.44,10.897,0.198,0.198,0.164,0.494,0.305,0.434,0.825,0.16,0.052,0.04,0.066,1.917,0.243,0.399,0.722,2.692,1.396,0.748,4.715,1.142,11.871,7.747,2.266,6.532,-0.056,6.115,13.737,8.775,13.351,13.459,14.272,14.272,1.359,9.325,0.505,0.097,0.425,0.139,0.225,0.663,0.222,0.663,0.485,0.347,0.652,0.861,0.653,0.13,BBB+,16,19.0,-3.0,-0.014,-0.011,0.0,-0.057,-0.19,-0.018,0.159,-0.071,-0.048,-0.214,-0.052,-0.018,-0.03,-0.11,-0.028,-0.176,-0.004,0.034,-0.079,-0.164,-0.0,0.041,0.032,0.032,0.039,0.039,-0.015,0.0,-0.025,-0.17,-0.17,-0.012,0.123,-0.065,-0.158,-0.136,0.0
59,2013-10-31,CSX,4.3,6.102,0.137,0.387,0.295,0.11,0.189,0.309,0.696,0.76,0.065,0.06,0.049,2.065,0.072,0.412,0.319,0.81,0.502,0.532,2.297,0.387,11.65,6.765,0.655,1.275,-0.045,1.471,16.656,7.014,4.853,4.908,4.747,4.747,2.241,8.168,0.31,0.16,0.387,0.253,0.151,0.208,0.095,0.208,0.15,0.514,0.486,0.523,0.486,0.253,BBB+,16,14.0,2.0,0.13,0.096,-0.18,0.016,0.1,0.007,0.155,-0.071,-0.104,-0.29,-0.272,-0.009,0.008,0.026,0.003,0.089,0.031,0.031,0.042,-0.2,-0.24,-0.129,-0.742,-0.741,-0.755,-0.755,-0.176,-0.083,0.016,0.169,0.169,0.042,-0.01,0.072,0.143,0.167,0.0
60,2015-06-30,CTAS,7.722,10.496,0.268,0.189,0.153,0.178,0.194,0.289,0.515,0.239,0.05,0.05,0.251,1.536,0.0,0.561,0.675,2.731,0.538,0.399,1.063,0.994,8.882,16.644,1.284,2.051,-0.036,4.144,30.98,11.319,25.633,25.948,23.239,22.497,2.114,15.752,0.466,0.098,0.465,0.158,0.187,0.197,0.134,0.197,0.462,0.626,0.374,0.374,0.374,0.133,A-,19,16.0,3.0,0.357,0.264,-0.315,0.252,1.023,0.377,-0.63,-0.194,-0.194,0.029,0.386,0.705,0.517,0.781,0.056,-0.035,-0.316,0.128,0.366,1.419,0.93,0.344,0.202,0.216,0.096,0.061,0.734,0.186,0.006,1.096,1.096,0.062,-0.173,0.157,0.188,-0.158,-2.0
61,2016-08-31,CTAS,7.963,11.913,0.206,0.193,0.159,0.214,0.245,0.317,0.551,0.213,0.056,0.05,0.093,1.373,0.192,0.464,0.409,2.275,0.499,0.434,1.227,1.182,9.239,23.553,1.696,2.662,-0.002,5.864,33.272,11.805,28.316,28.731,28.731,18.923,2.513,26.463,0.256,0.093,0.468,0.146,0.228,0.242,0.151,0.242,0.559,0.637,0.363,0.449,0.363,0.127,BBB+,16,19.0,-3.0,0.031,0.135,-0.231,0.021,0.202,0.07,-0.109,0.12,0.0,-0.629,-0.394,-0.167,0.088,0.154,0.189,0.04,0.415,0.321,0.298,0.415,0.074,0.043,0.105,0.107,0.236,-0.159,0.189,0.68,0.006,0.228,0.228,0.21,0.018,-0.045,-0.158,0.188,-2.0
62,2013-09-30,DELL,6.335,9.112,0.089,0.063,0.04,0.128,0.122,0.175,0.769,0.484,0.054,0.031,0.331,2.265,0.418,0.133,0.87,16.362,0.437,0.646,3.332,1.233,5.909,3.873,3.702,5.345,-0.068,2.243,10.06,8.235,14.475,14.475,18.093,18.093,0.427,5.467,0.419,0.024,0.225,0.028,0.078,0.13,0.102,0.13,0.277,0.693,0.306,0.526,0.307,0.046,BB-,8,14.0,-6.0,-0.353,-0.268,0.0,-0.203,-0.451,-0.008,-0.006,0.174,0.069,-0.046,0.031,-0.056,-0.02,-0.034,-0.003,0.019,0.034,0.037,0.003,0.073,0.065,0.156,0.615,0.604,0.829,0.829,0.036,-0.235,-0.043,-0.463,-0.463,-0.018,0.034,-0.258,-0.429,-0.263,0.2
63,2015-08-31,DHI,5.036,6.057,-0.13,0.105,0.1,0.131,0.114,0.36,0.491,0.561,0.05,0.044,0.133,3.549,0.111,0.652,0.688,21.245,0.629,0.445,0.965,0.963,57.934,17.924,1.161,1.892,0.056,1.979,23.768,12.246,16.328,16.505,16.505,16.505,1.099,108.886,0.135,0.067,0.218,0.102,0.104,0.131,0.099,0.131,0.21,0.614,0.386,0.435,0.386,0.073,BB+,10,9.0,1.0,-0.388,1.086,0.585,0.221,-0.588,-0.037,0.174,-0.194,-0.214,-0.54,6.644,-0.51,0.002,-0.074,0.364,1.644,-0.171,0.338,0.312,0.08,-2.037,-0.41,-0.171,-0.193,1.358,1.358,-0.166,-17.765,0.009,-0.588,-0.588,0.373,0.02,-0.662,0.111,0.125,0.0
64,2016-08-31,DHI,6.227,7.784,0.133,0.113,0.108,0.141,0.129,0.323,0.45,0.556,0.053,0.044,0.238,2.771,0.167,0.597,0.87,25.635,0.489,0.402,0.819,1.032,78.665,18.09,1.261,1.878,0.022,1.833,19.582,11.477,13.939,14.123,14.249,14.249,1.028,19.879,0.133,0.073,0.221,0.109,0.118,0.141,0.11,0.141,0.228,0.672,0.328,0.394,0.328,0.078,BBB-,12,10.0,2.0,0.236,0.285,-2.023,0.076,0.076,-0.084,-0.009,0.06,0.0,0.789,0.265,0.207,-0.097,-0.151,0.072,0.358,0.009,0.086,-0.007,-0.074,-0.176,-0.063,-0.146,-0.144,-0.137,-0.137,-0.065,-0.817,0.014,0.076,0.076,0.086,0.094,0.068,0.2,0.111,1.0
65,2014-12-31,DO,3.983,5.278,0.284,0.386,0.237,0.074,0.098,0.294,0.449,1.061,0.059,0.052,0.409,2.22,0.103,0.586,-0.393,0.632,0.429,0.357,0.816,0.343,5.834,16.198,0.421,0.623,-0.063,1.01,6.016,8.178,16.172,16.243,13.301,13.301,1.772,5.651,1.281,0.134,0.413,0.191,0.135,0.083,0.071,0.083,0.142,0.676,0.324,0.361,0.324,0.282,A-,19,22.0,-3.0,-0.478,-0.438,-0.424,-0.092,-0.383,0.234,0.768,-0.078,-0.161,-0.198,-2.965,0.215,0.406,0.429,-0.151,-0.061,-0.121,-0.132,-0.019,-0.337,-0.229,-0.056,0.333,0.338,0.028,0.028,-0.341,-0.172,-0.09,-0.376,-0.376,-0.224,-0.115,-0.166,-0.136,0.158,-2.0
66,2015-04-30,DO,4.003,5.251,0.278,0.403,0.24,0.076,0.098,0.28,0.445,0.99,0.061,0.054,0.07,1.981,0.111,0.559,-1.047,0.514,0.4,0.349,0.802,0.343,6.032,13.789,0.437,0.632,-0.074,0.921,6.422,6.424,14.004,14.004,11.911,11.911,1.631,4.624,1.245,0.137,0.432,0.183,0.138,0.085,0.07,0.085,0.151,0.691,0.309,0.348,0.309,0.3,BBB+,16,19.0,-3.0,0.005,-0.005,-0.021,0.044,0.027,-0.009,-0.067,0.034,0.038,-0.829,1.664,-0.187,-0.022,-0.017,0.0,0.034,-0.149,0.038,0.014,-0.088,0.067,-0.214,-0.134,-0.138,-0.105,-0.105,-0.08,-0.182,0.046,0.024,0.024,0.063,0.022,0.064,-0.158,-0.136,0.0
67,2016-07-31,DO,1.631,5.415,0.241,0.463,0.26,0.015,0.089,0.314,0.432,1.485,0.055,0.047,0.041,2.229,0.15,0.618,0.154,0.488,0.436,0.363,0.761,0.304,5.042,16.127,0.365,0.536,-0.1,0.704,6.081,5.034,43.692,43.692,45.44,45.44,1.373,3.814,3.762,0.03,0.491,-0.005,0.138,0.016,0.027,0.016,0.149,0.68,0.32,0.376,0.32,0.233,BBB,14,16.0,-2.0,-0.593,0.031,-0.133,0.149,-0.803,-0.029,0.5,-0.098,-0.13,-0.414,-1.147,-0.051,0.04,-0.051,-0.114,-0.164,0.17,-0.165,-0.152,-0.236,-0.053,-0.216,2.12,2.12,2.815,2.815,-0.158,-0.175,0.137,-0.812,-0.812,-0.013,-0.016,-0.223,-0.125,-0.158,-0.333
68,2016-11-30,DO,-5.68,3.393,0.241,0.444,0.211,-0.169,0.059,0.323,0.424,1.572,0.055,0.05,0.039,2.788,0.091,0.692,0.12,0.472,0.486,0.365,0.737,0.261,5.16,18.465,0.3,0.454,-0.214,0.652,7.147,6.5,-3.778,-3.778,-3.376,-3.376,1.404,3.252,2.855,-0.416,0.48,-0.515,0.11,-0.18,-0.099,-0.18,0.125,0.662,0.338,0.372,0.338,-0.184,BB+,10,14.0,-4.0,-4.483,-0.373,0.0,-0.041,-12.267,-0.019,0.059,0.0,0.064,-0.049,-0.221,-0.033,0.006,-0.032,-0.141,0.023,0.145,-0.178,-0.153,-0.074,0.175,0.291,-1.086,-1.086,-1.074,-1.074,0.023,-0.147,-0.022,-12.25,-12.25,-0.161,-0.026,-1.79,-0.286,-0.125,1.0
69,2017-01-31,DO,-5.68,3.393,0.241,0.444,0.211,-0.169,0.059,0.323,0.424,1.572,0.055,0.05,0.039,2.788,0.091,0.692,0.12,0.472,0.486,0.365,0.737,0.261,5.16,18.465,0.3,0.454,-0.214,0.592,6.482,6.5,-3.427,-3.427,-3.062,-3.062,1.274,2.95,2.402,-0.416,0.48,-0.515,0.11,-0.18,-0.099,-0.18,0.125,0.662,0.338,0.372,0.338,-0.184,BB-,8,10.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.092,-0.093,0.0,-0.093,-0.093,-0.093,-0.093,-0.093,-0.093,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.286,-0.5
70,2016-04-30,DRI,5.217,7.469,0.129,0.128,0.085,0.132,0.162,0.216,0.601,0.264,0.082,0.068,0.176,1.302,0.171,0.299,0.656,1.248,0.398,0.388,1.505,1.294,109.755,27.626,2.236,3.241,-0.065,3.688,26.049,10.26,19.393,19.762,23.851,23.58,1.123,11.341,0.813,0.048,0.223,0.057,0.155,0.15,0.11,0.15,0.288,0.69,0.31,0.374,0.31,0.092,BBB,14,12.0,2.0,0.965,1.512,-0.338,0.153,0.389,-0.158,-0.343,0.608,0.447,8.778,1.955,0.1,-0.365,-0.398,0.479,0.356,0.923,0.667,0.059,0.329,0.534,-0.244,-0.338,-0.34,-0.241,0.29,0.014,0.539,0.042,0.339,0.339,0.54,0.575,-0.298,0.167,-0.143,-2.0
71,2015-04-30,DUK,2.451,3.337,0.083,0.365,0.236,0.045,0.068,0.352,0.661,0.927,0.045,0.041,0.026,4.876,0.125,0.466,0.183,1.139,0.68,0.523,1.953,0.203,8.296,6.613,0.306,0.585,-0.035,1.004,27.847,11.647,17.71,17.71,22.419,29.162,2.295,8.339,0.913,0.103,0.365,0.173,0.074,0.06,0.045,0.06,0.072,0.523,0.476,0.545,0.477,0.25,A-,19,16.0,3.0,-0.099,-0.084,-0.108,0.064,-0.082,0.054,-0.157,-0.043,-0.047,-0.447,-1.859,0.254,0.081,0.156,-0.143,-0.296,-0.209,-0.133,-0.083,-0.35,-0.202,0.223,-0.621,-0.621,-0.63,-0.518,-0.303,-0.374,0.064,-0.077,-0.077,-0.111,-0.054,0.016,0.188,-0.158,-2.0
72,2016-03-31,ECL,4.95,8.107,0.171,0.215,0.152,0.118,0.151,0.347,0.626,0.242,0.056,0.039,0.008,2.223,0.341,0.365,0.592,3.612,0.52,0.521,1.688,0.711,5.256,5.617,1.205,1.96,-0.052,3.998,37.737,13.864,25.117,25.519,33.59,33.59,2.418,16.375,0.396,0.074,0.536,0.097,0.153,0.141,0.093,0.141,0.389,0.615,0.379,0.575,0.381,0.139,A-,19,16.0,3.0,-0.454,-0.42,-0.507,0.126,-0.48,0.108,0.08,-0.385,-0.35,-0.875,-0.042,0.45,0.357,0.298,-0.427,-0.136,-0.278,-0.451,-0.314,-0.416,-0.031,0.328,0.078,0.077,0.243,0.243,-0.091,-0.196,-0.032,-0.397,-0.397,-0.434,-0.199,0.03,0.188,-0.273,-1.5
73,2014-06-30,ETFC,1.438,2.353,0.027,0.449,0.394,0.03,0.064,0.166,0.894,0.758,0.09,0.044,0.061,8.432,0.508,0.092,0.925,168.984,0.77,0.89,8.409,0.044,0.136,0.056,0.234,0.414,-0.008,1.22,-22.354,14.145,21.475,22.146,42.52,42.52,3.047,11.926,0.0,0.073,0.449,0.14,0.02,0.03,0.056,0.03,0.02,0.565,0.435,0.884,0.435,0.128,B,6,5.0,1.0,0.541,1.334,0.08,0.978,-5.286,-0.021,-0.339,0.406,0.158,-0.141,0.003,0.208,-0.024,-0.195,-0.137,0.259,-0.067,0.009,-0.301,0.275,2.4,-0.461,-1.151,-1.156,-1.354,-1.354,0.883,2.225,0.978,-5.286,-5.286,0.667,0.441,2.459,0.2,0.667,-0.5
74,2014-11-30,ETFC,1.958,2.566,0.027,0.463,0.411,0.062,0.068,0.156,0.89,0.808,0.091,0.045,0.068,7.707,0.505,0.087,0.87,176.623,0.7,0.886,8.056,0.044,0.139,0.034,0.233,0.397,-0.006,1.251,-54.282,14.389,20.927,21.519,21.519,21.519,3.268,11.056,0.0,0.154,0.463,0.241,0.02,0.062,0.073,0.062,0.02,0.588,0.412,0.832,0.412,0.205,B+,7,6.0,1.0,0.362,0.091,0.0,0.031,1.067,-0.004,0.066,0.011,0.023,0.115,-0.059,0.045,-0.004,-0.042,0.0,0.022,-0.393,-0.004,-0.041,0.025,1.428,0.017,-0.026,-0.028,-0.494,-0.494,0.073,-0.073,0.031,1.067,1.067,0.0,0.041,0.602,0.167,0.2,0.0
75,2015-03-31,ETFC,1.945,2.703,0.017,0.465,0.415,0.057,0.069,0.14,0.882,0.766,0.09,0.044,0.063,6.806,0.516,0.077,0.876,163.898,0.575,0.88,7.471,0.044,0.137,0.033,0.239,0.376,-0.009,1.54,104.876,14.286,25.27,25.496,28.555,28.555,4.1,11.809,0.0,0.145,0.465,0.224,0.02,0.057,0.069,0.057,0.021,0.635,0.365,0.754,0.365,0.195,BB-,8,7.0,1.0,-0.007,0.053,-0.37,0.004,-0.081,-0.009,-0.052,-0.011,-0.022,-0.074,0.007,-0.072,-0.007,-0.073,0.0,-0.014,-0.029,0.026,-0.053,0.231,-2.932,-0.007,0.208,0.185,0.327,0.327,0.255,0.068,0.004,-0.081,-0.081,0.05,0.08,-0.049,0.143,0.167,0.0
76,2015-08-31,ETFC,2.7,2.896,0.017,0.443,0.394,0.086,0.066,0.137,0.882,0.657,0.094,0.043,0.061,7.191,0.547,0.07,0.887,169.578,0.525,0.879,7.493,0.043,0.141,0.033,0.239,0.364,-0.007,1.336,80.209,15.859,24.343,24.802,16.853,16.853,3.841,9.661,0.0,0.231,0.443,0.189,0.019,0.086,0.086,0.086,0.019,0.656,0.344,0.761,0.344,0.28,BBB-,12,8.0,4.0,0.388,0.071,0.0,-0.047,0.509,0.0,-0.142,0.044,-0.023,-0.032,0.013,0.035,-0.001,0.003,-0.023,0.029,0.0,0.0,-0.032,-0.132,-0.235,0.11,-0.037,-0.027,-0.41,-0.41,-0.063,-0.182,-0.047,0.509,0.509,-0.095,0.033,0.436,0.5,0.143,3.0
77,2013-09-30,F,2.662,2.35,0.052,0.1,0.061,0.339,0.071,0.551,0.904,0.326,0.054,0.035,0.189,7.409,0.357,0.392,0.329,4.052,3.662,0.874,9.662,0.74,1.725,6.204,1.646,7.908,-0.017,3.287,14.486,10.971,10.414,10.677,11.172,11.172,0.461,6.977,0.192,0.043,0.175,0.057,0.076,0.35,0.115,0.35,0.129,0.208,0.788,1.224,0.791,0.083,BBB-,12,10.0,2.0,0.141,-0.015,-0.246,-0.259,-1.239,-0.089,1.567,-0.316,-0.286,0.05,-0.484,-0.15,-0.116,-0.924,-0.044,0.042,-0.016,-0.173,-0.92,-0.496,-2.213,0.222,1.033,0.874,0.607,0.607,0.384,0.801,-0.159,-1.046,-1.046,-0.199,9.4,-0.117,0.2,0.25,0.0
78,2016-03-31,F,3.271,3.111,0.082,0.121,0.068,0.27,0.066,0.591,0.872,0.521,0.038,0.026,0.165,7.342,0.324,0.458,0.555,3.426,3.083,0.842,6.849,0.69,1.536,5.961,1.261,5.222,-0.041,1.812,6.056,10.439,6.959,6.995,7.337,7.337,0.353,3.265,0.323,0.049,0.2,0.069,0.083,0.276,0.101,0.276,0.133,0.241,0.758,1.12,0.758,0.103,BBB,14,12.0,2.0,0.229,0.324,0.577,0.21,-0.204,-0.035,0.598,-0.296,-0.257,-0.127,0.687,-0.154,-0.037,-0.291,-0.068,-0.11,-0.039,-0.234,-0.34,-0.449,-0.582,-0.048,-0.332,-0.345,-0.343,-0.343,-0.234,-0.532,0.143,-0.211,-0.211,0.031,0.159,0.241,0.167,0.2,0.0
