,datadate,ticker,after-tax interest coverage,interest coverage ratio,cash flow/ total debt,operating margin before dep.,operating margin after dep.,return on equity,return on capital employed,LTD/ total assets,total debt/ total assets,book/ market,interest/ average LTD,interest/ average total debt,cash balance/ total liabilities,total debt/ EBITDA,short-term debt/ total debt,LTD/ total liabilities,free cash flow/ operating cash flow,total liabilities/ total tangible assets,LTD/ book equity,total debt/ capital,total debt/ equity,asset turnover,receivables turnover,payables turnover,sales/invested capital,sales/stockholders equity,accruals/average assets,price/ book,shillers cyclically adjusted P/E ratio,enterprise value multiple,"price/ operating earnings (Basic, Excl. EI)","price/ operating earnings (Diluted, Excl. EI)","P/E (Diluted, Excl. EI)","P/E (Diluted, Incl. EI)",price/ sales,price/ cash flow,dividend payout ratio,net profit magin,gross profit margin,pre-tax profit margin,return on assets,after-tax return on average common equity,after-tax return on invested capital,after-tax return on average stockholders' equity,gross profit/ total assets,common equity/invested capital,LTD/ invested capital,total debt/ invested capital,capitalization ratio,cash flow margin,splticrm,rating,prev_rating,rating_diff,after-tax interest coverage_change,interest coverage ratio_change,cash flow/ total debt_change,operating margin before dep._change,return on equity_change,total debt/ total assets_change,book/ market_change,interest/ average LTD_change,interest/ average total debt_change,cash balance/ total liabilities_change,free cash flow/ operating cash flow_change,total liabilities/ total tangible assets_change,total debt/ capital_change,total debt/ equity_change,asset turnover_change,receivables turnover_change,payables turnover_change,sales/invested capital_change,sales/stockholders equity_change,price/ book_change,shillers cyclically adjusted P/E ratio_change,enterprise value multiple_change,"price/ operating earnings (Basic, Excl. EI)_change","price/ operating earnings (Diluted, Excl. EI)_change","P/E (Diluted, Excl. EI)_change","P/E (Diluted, Incl. EI)_change",price/ sales_change,price/ cash flow_change,gross profit margin_change,after-tax return on average common equity_change,after-tax return on average stockholders' equity_change,gross profit/ total assets_change,common equity/invested capital_change,cash flow margin_change,rating_change,prev_rating_change,rating_diff_change
123,2013-11-30,MMC,8.7,12.188,0.137,0.2,0.171,0.198,0.22,0.179,0.578,0.295,0.064,0.059,0.187,1.187,0.075,0.286,0.687,11.565,0.395,0.409,1.383,0.752,3.775,5.439,1.28,1.8,0.01,3.698,34.103,9.967,19.133,19.447,20.191,20.106,2.144,22.702,0.399,0.108,0.2,0.157,0.154,0.198,0.161,0.198,0.151,0.711,0.281,0.304,0.284,0.14,A-,19,14.0,5.0,0.337,0.279,-0.235,0.099,0.193,-0.017,-0.176,-0.099,-0.092,-0.005,-0.142,0.035,-0.062,-0.043,-0.031,-0.044,0.052,-0.032,-0.055,0.253,-0.052,0.09,0.175,0.172,0.127,0.134,0.365,0.767,0.099,0.193,0.193,0.071,0.024,0.176,0.357,0.167,1.5
44,2017-01-31,CHK,-9.691,-10.482,0.082,-0.574,-0.719,-3.474,-0.644,0.69,0.944,0.403,0.061,0.058,0.015,-2.076,0.059,0.687,-8.245,1.102,5.391,0.953,24.914,0.579,8.693,8.168,0.822,15.274,-0.404,1.268,-2.132,-3.415,-135.36,-135.36,-141.14,-141.14,0.673,24.994,0.096,-0.733,-0.547,-0.811,-0.289,5.695,-0.461,-3.238,-0.317,-0.24,0.921,0.979,0.945,-0.562,B-,5,3.0,2.0,-0.316,-0.39,0.0,-0.419,0.633,0.085,0.031,-0.047,-0.033,-0.659,-0.339,0.055,0.107,2.265,0.018,-0.028,0.0,0.039,2.062,0.003,0.006,0.888,0.609,0.609,0.649,0.649,0.327,-0.123,-0.433,-1.646,0.395,-0.423,1.581,-0.328,0.667,2.0,0.0
144,2011-03-31,PPL,2.891,4.226,0.083,0.316,0.25,0.102,0.122,0.407,0.742,0.865,0.052,0.048,0.046,4.965,0.09,0.499,0.214,1.168,1.105,0.637,2.967,0.31,6.557,7.428,0.413,1.038,-0.039,1.113,14.283,9.695,9.134,9.167,11.5,11.659,1.438,6.028,0.712,0.112,0.316,0.145,0.098,0.139,0.098,0.139,0.082,0.398,0.589,0.647,0.597,0.206,BBB,14,16.0,-2.0,0.326,0.342,-0.265,0.295,0.619,0.025,0.014,-0.037,-0.04,-0.617,-0.252,-0.114,0.081,0.076,-0.077,-0.563,-0.164,-0.263,-0.188,-0.121,-0.123,-0.048,-0.412,-0.41,-0.448,-0.423,-0.117,-0.138,0.295,0.598,0.598,0.0,-0.091,0.191,-0.125,0.143,-2.0
103,2016-02-29,JWN,6.273,9.555,0.179,0.125,0.086,0.277,0.219,0.33,0.76,0.116,0.043,0.042,0.101,1.718,0.029,0.421,0.55,2.0,1.334,0.674,3.171,1.541,11.366,5.555,2.752,6.425,-0.191,6.324,12.659,9.499,14.621,14.962,14.705,14.705,0.623,3.636,1.745,0.047,0.412,0.078,0.188,0.277,0.146,0.277,0.634,0.428,0.572,0.589,0.572,0.086,BBB+,16,19.0,-3.0,0.172,0.187,-0.284,-0.126,-0.185,0.008,-0.477,-0.104,-0.087,-0.466,-0.127,-0.146,-0.007,0.036,0.153,1.462,-0.06,0.282,0.184,0.199,-0.282,0.177,-0.183,-0.18,-0.194,-0.194,-0.405,-0.627,-0.033,-0.185,-0.185,0.114,0.081,-0.075,-0.158,0.188,-2.0
114,2013-12-31,M,4.53,6.844,0.151,0.134,0.097,0.198,0.213,0.329,0.725,0.393,0.06,0.057,0.101,1.863,0.046,0.433,0.719,1.912,0.945,0.659,2.641,1.323,87.134,4.054,2.247,4.817,-0.037,2.951,-151.65,6.372,13.87,14.127,14.958,14.958,0.701,8.981,0.246,0.05,0.401,0.078,0.177,0.24,0.131,0.24,0.531,0.466,0.534,0.559,0.534,0.087,BBB+,16,14.0,2.0,0.205,0.309,0.162,0.023,0.094,-0.008,-0.225,-0.104,-0.05,-0.448,-0.022,-0.004,0.049,-0.03,0.07,0.254,-0.466,0.071,0.082,0.216,1.546,0.017,-0.026,-0.022,0.065,0.065,0.078,0.095,-0.007,0.096,0.096,0.099,-0.011,-0.022,0.143,0.167,0.0
47,2015-01-31,CLF,0.464,1.485,0.184,0.161,0.066,-0.015,0.029,0.311,0.539,1.616,0.053,0.05,0.055,5.522,0.059,0.543,0.375,0.655,0.503,0.452,1.315,0.35,18.724,9.92,0.464,0.852,-0.057,0.181,2.153,11.129,-35.667,-35.667,-6.83,-0.165,0.254,1.744,0.253,-0.024,0.213,-0.005,0.047,-0.027,0.004,-0.016,0.074,0.457,0.389,0.413,0.416,-1.648,B,6,8.0,-2.0,-0.831,-0.593,0.0,-0.337,-1.312,0.121,-0.412,0.039,0.02,0.038,1.193,0.145,0.159,0.231,0.048,-0.022,0.002,0.072,0.148,-0.335,-0.413,0.624,-7.702,-7.575,-1.973,-1.004,-0.345,-0.358,-0.273,-1.562,-1.314,-0.245,-0.107,-12.444,-0.25,-0.333,-0.5
129,2015-12-31,NDAQ,4.268,7.839,0.109,0.293,0.254,0.057,0.108,0.194,0.531,0.703,0.048,0.048,0.454,2.304,0.002,0.364,0.816,21.826,0.372,0.317,1.133,0.287,10.369,8.617,0.433,0.612,-0.032,1.555,24.87,10.619,6.337,6.485,9.103,9.103,2.764,12.711,0.363,0.106,0.293,0.147,0.082,0.063,0.055,0.063,0.084,0.708,0.292,0.292,0.292,0.145,BBB,14,12.0,2.0,-0.142,0.091,0.211,0.017,-0.162,0.025,-0.261,-0.04,0.0,0.034,0.019,-0.096,0.026,0.053,0.075,0.203,0.024,0.08,0.105,0.305,0.121,0.144,0.114,0.111,0.537,0.537,0.171,0.011,0.017,-0.171,-0.171,0.091,-0.022,-0.181,0.167,-0.143,-2.0
132,2016-11-30,NOV,-29.103,-1.57,0.13,0.066,-0.02,-0.177,-0.008,0.142,0.344,1.151,0.031,0.031,0.209,6.344,0.002,0.411,0.759,2.583,0.2,0.198,0.526,0.34,3.685,9.396,0.426,0.52,-0.183,0.883,9.896,29.725,-79.489,-79.489,-4.349,-4.349,1.704,9.93,6.652,-0.389,0.224,-0.422,0.021,-0.192,-0.142,-0.192,0.076,0.819,0.177,0.178,0.178,-0.303,BBB+,16,19.0,-3.0,3.501,-1.099,0.0,-0.59,3.658,-0.104,-0.203,0.033,0.069,0.03,0.15,-0.214,-0.088,-0.161,-0.306,-0.083,-0.105,-0.412,-0.423,0.373,0.438,3.286,-8.157,-8.157,-0.722,-0.722,1.152,0.132,-0.176,3.683,3.683,-0.493,0.019,302.0,-0.158,-0.24,-0.5
49,2016-04-30,CLF,1.591,0.567,0.01,0.129,0.064,0.242,0.247,1.299,1.848,1.179,0.079,0.077,0.072,10.651,0.006,0.698,-1.132,3.727,1.421,3.205,-1.992,0.762,6.161,8.284,2.14,5.016,0.037,2.467,-0.802,14.391,-4.835,-4.835,8.365,-1.027,0.475,25.297,0.0,0.067,0.183,0.155,0.098,-0.04,0.271,-0.079,0.173,-2.874,2.919,2.938,3.559,0.137,CCC+,3,1.0,2.0,-0.612,0.353,-0.863,0.402,0.635,0.118,-0.069,0.068,0.055,0.075,-3.555,-0.036,0.341,-0.183,-0.205,-0.372,-0.343,-0.018,0.009,0.227,-2.499,-0.229,-9.018,-7.725,18.011,6.607,3.948,19.013,0.376,-0.867,-0.843,0.352,0.331,-1.347,2.0,-0.833,-1.4
4,2011-05-31,AES,1.377,2.439,0.117,0.296,0.222,0.072,0.134,0.482,0.736,0.755,0.085,0.074,0.161,4.148,0.124,0.573,0.311,1.219,2.219,0.773,4.484,0.393,6.47,3.502,0.573,2.394,-0.068,1.316,16.971,6.064,15.805,15.805,18.783,259.2,0.631,3.043,0.0,0.034,0.321,0.136,0.115,0.084,0.103,0.084,0.126,0.239,0.615,0.703,0.72,0.137,BB-,8,9.0,-1.0,0.086,0.085,0.625,0.021,0.22,-0.017,-0.164,0.024,0.0,-0.006,0.908,-0.026,-0.025,-0.105,0.034,-0.024,0.133,0.042,-0.057,0.096,0.035,-0.045,-0.019,-0.019,-0.197,9.661,0.005,-0.151,0.026,0.167,0.167,0.059,0.101,-0.189,-0.111,0.125,-2.0
3,2017-02-28,AEP,1.66,3.741,0.098,0.332,0.212,0.021,0.089,0.351,0.726,0.951,0.052,0.043,0.012,4.097,0.209,0.383,-0.086,1.009,0.599,0.579,2.647,0.262,9.21,6.806,0.467,0.942,-0.062,1.119,24.393,9.791,15.186,15.186,53.576,54.008,2.01,7.287,1.828,0.037,0.332,0.033,0.087,0.035,0.032,0.035,0.086,0.496,0.503,0.636,0.503,0.166,A-,19,16.0,3.0,-0.439,0.031,-0.109,0.018,-0.638,0.023,0.065,0.04,0.024,0.0,-0.044,0.062,0.049,0.082,0.019,-0.051,-0.201,0.045,0.062,0.092,0.2,-0.014,-0.144,-0.144,1.929,2.423,0.018,0.001,0.018,-0.639,-0.639,0.024,-0.016,-0.317,0.188,0.143,0.5
176,2012-04-30,UNP,6.755,10.007,0.221,0.375,0.293,0.109,0.21,0.197,0.588,0.609,0.065,0.063,0.046,1.213,0.023,0.328,0.459,0.664,0.281,0.344,1.427,0.444,15.131,16.439,0.717,1.053,-0.059,1.73,22.012,8.139,16.584,16.707,16.732,16.732,2.738,9.117,0.285,0.168,0.375,0.269,0.166,0.181,0.101,0.181,0.163,0.681,0.319,0.327,0.319,0.251,A-,19,16.0,3.0,0.308,0.302,0.74,-0.013,0.198,-0.013,-0.151,-0.015,0.0,-0.258,0.147,-0.021,-0.083,-0.033,0.162,0.028,0.071,0.168,0.112,0.126,-0.074,0.101,0.907,0.902,0.879,0.879,0.005,-0.234,-0.013,0.207,0.207,0.124,0.049,0.012,0.188,0.143,0.5
127,2011-06-30,MU,10.987,8.907,0.635,0.359,0.145,0.204,0.136,0.153,0.324,0.76,0.1,0.068,0.521,0.668,0.322,0.32,0.53,0.689,0.186,0.294,0.582,0.64,6.348,4.897,0.821,1.147,-0.143,0.887,-23.148,3.206,5.381,5.984,5.123,5.123,0.808,2.141,0.0,0.162,0.493,0.176,0.24,0.204,0.158,0.204,0.315,0.715,0.133,0.197,0.157,0.39,BB-,8,7.0,1.0,-0.011,-0.01,0.0,-0.147,-0.299,-0.024,-0.392,0.176,0.097,-0.127,-0.338,-0.068,-0.039,-0.043,-0.014,-0.129,-0.153,0.109,0.084,-0.109,-0.122,0.276,0.154,0.149,0.182,0.182,-0.143,-0.171,-0.099,-0.301,-0.301,-0.003,0.021,-0.152,0.143,0.167,0.0
22,2016-03-31,ATI,-2.327,-1.571,0.037,-0.002,-0.048,-0.156,-0.046,0.26,0.618,1.757,0.076,0.075,0.042,-168.06,0.003,0.42,-0.1,1.214,0.691,0.474,1.707,0.603,7.41,7.015,1.008,1.786,-0.083,0.822,-83.74,-307.42,-9.209,-9.209,-4.618,-4.618,0.477,13.511,5.773,-0.102,0.062,-0.129,-0.001,-0.161,-0.059,-0.161,0.04,0.565,0.404,0.406,0.417,-0.047,B+,7,8.0,-1.0,-3.067,-2.29,1.643,-1.027,-32.2,0.079,1.125,0.07,0.071,-0.382,1.941,-0.043,0.09,0.215,-0.077,0.091,-0.022,0.015,0.115,0.398,-4.358,-19.783,-1.088,-1.088,-1.038,-1.041,0.269,0.556,-0.551,-33.2,-33.2,-0.556,-0.089,-1.959,-0.125,-0.2,-0.5
86,2015-10-31,GLW,21.174,12.611,0.56,0.315,0.19,0.15,0.08,0.119,0.278,0.769,0.043,0.04,0.685,1.183,0.049,0.408,0.633,0.648,0.176,0.172,0.387,0.321,6.229,5.026,0.384,0.446,-0.016,1.178,9.122,10.831,8.692,9.3,8.986,8.986,2.304,6.516,0.268,0.304,0.538,0.403,0.101,0.145,0.122,0.134,0.173,0.769,0.136,0.143,0.136,0.429,BBB+,16,19.0,-3.0,0.868,0.46,0.369,0.036,0.899,0.108,-0.253,-0.218,-0.259,-0.133,0.13,-0.087,0.154,0.152,0.155,0.017,-0.074,0.174,0.196,-0.007,-0.046,0.145,-0.42,-0.384,-0.425,-0.425,-0.284,-0.307,-0.007,0.835,0.696,0.146,-0.123,0.208,-0.158,0.188,-2.0
116,2017-02-28,M,2.845,3.646,0.122,0.092,0.052,0.125,0.115,0.372,0.801,0.478,0.055,0.049,0.051,3.144,0.104,0.416,0.684,2.226,1.224,0.748,4.034,1.279,59.458,3.456,2.404,6.437,-0.064,1.893,7.749,8.001,15.1,15.169,15.169,15.169,0.387,5.016,0.663,0.026,0.391,0.041,0.117,0.168,0.085,0.168,0.5,0.373,0.626,0.699,0.626,0.067,BBB-,12,14.0,-2.0,-0.255,-0.321,0.0,-0.193,-0.29,0.01,0.046,0.038,-0.039,-0.271,0.125,0.039,0.067,0.05,-0.007,0.078,-0.49,-0.001,0.01,-0.211,-0.247,0.229,0.116,0.108,0.108,0.108,-0.238,-0.276,0.0,-0.247,-0.247,-0.027,-0.013,-0.152,-0.143,-0.125,0.0
50,2017-02-28,CLF,1.968,1.358,0.093,0.183,0.129,0.555,0.658,1.16,1.692,0.888,0.081,0.08,0.099,5.754,0.008,0.68,0.772,3.306,2.454,2.675,-2.222,1.044,10.873,13.409,2.399,5.158,-0.054,3.992,-2.07,10.81,21.755,22.208,10.99,12.253,1.45,10.135,0.0,0.092,0.243,0.098,0.191,-0.093,0.445,-0.113,0.267,-1.658,2.507,2.527,2.954,0.158,B,6,3.0,3.0,0.237,1.395,8.3,0.419,1.293,-0.084,-0.247,0.025,0.039,0.375,-1.682,-0.113,-0.165,0.115,0.37,0.765,0.619,0.121,0.028,0.618,1.581,-0.249,-5.499,-5.593,0.314,-12.931,2.053,-0.599,0.328,1.325,0.43,0.543,-0.423,0.153,1.0,2.0,0.5
10,2012-11-30,AKS,-12.353,-3.395,-0.044,-0.01,-0.042,-2.152,-0.193,0.275,1.002,0.426,0.076,0.064,0.01,-19.021,0.164,0.229,-0.838,2.026,2.59,1.007,-342.04,1.42,10.365,9.288,6.234,16.649,-0.181,1.369,-5.51,-30.959,-1.995,-1.995,-0.447,-0.447,0.088,-2.497,1.76,-0.165,0.025,-0.055,-0.014,-3.911,-0.856,-3.911,0.036,-0.013,1.01,1.208,1.013,-0.127,B,6,7.0,-1.0,4.625,-0.096,0.0,2.333,6.01,0.125,-0.023,0.0,0.123,-0.167,-0.105,0.059,0.316,-43.611,0.016,-0.008,0.042,0.195,0.322,-0.232,-1.159,-0.689,-0.48,-0.48,-0.878,-0.878,-0.129,-0.488,-0.194,11.739,11.739,-0.163,-1.031,-32.75,-0.143,-0.125,0.0
56,2016-05-31,CNX,-1.362,-4.246,0.083,-0.106,-0.363,-0.092,-0.097,0.337,0.563,1.793,0.071,0.053,0.024,-15.408,0.263,0.441,-0.989,0.645,0.575,0.461,1.319,0.207,5.854,7.824,0.302,0.485,-0.078,0.759,20.242,-27.537,-6.071,-6.071,-7.719,-6.347,1.554,8.679,0.286,-0.202,-0.106,-0.256,-0.021,-0.094,-0.033,-0.094,-0.022,0.623,0.362,0.491,0.368,0.075,B,6,8.0,-2.0,1.211,0.355,-0.432,6.571,0.508,0.009,-0.162,-0.014,-0.07,1.182,-0.329,0.011,0.038,0.035,-0.141,0.097,0.301,-0.14,-0.118,1.013,1.844,-0.881,0.306,0.314,0.397,0.165,1.369,1.355,6.571,0.469,0.469,6.333,-0.022,-0.292,-0.25,-0.111,1.0
164,2016-06-30,SWN,-25.694,1.208,0.271,0.433,0.094,-0.962,0.027,0.499,0.655,0.366,0.042,0.042,0.062,4.238,0.0,0.761,-0.314,0.731,1.269,0.614,1.901,0.272,8.604,2.71,0.323,0.789,-0.611,4.294,-14.423,8.301,96.769,96.769,-0.819,-0.819,1.777,4.366,0.044,-2.075,0.433,-2.814,0.1,-1.175,-0.515,-1.154,0.118,0.409,0.591,0.591,0.591,-1.733,BB-,8,10.0,-2.0,0.555,-0.266,0.0,-0.107,-0.061,-0.089,-0.555,-0.417,-0.045,19.667,1.275,-0.054,-0.119,-0.256,0.0,0.177,0.0,-0.277,-0.425,3.351,2.839,0.681,5.194,5.194,0.735,0.735,1.471,2.064,-0.107,-0.125,-0.12,-0.369,0.255,0.591,-0.2,-0.167,0.0
97,2016-06-30,HUM,6.882,11.557,0.06,0.048,0.04,0.108,0.152,0.16,0.592,0.386,0.049,0.046,0.645,1.549,0.056,0.254,0.578,11.019,0.369,0.542,1.453,2.142,24.311,5.443,3.837,5.254,-0.006,2.547,21.268,11.956,27.716,27.932,24.641,24.641,0.494,21.568,0.159,0.02,0.179,0.04,0.104,0.108,0.092,0.108,0.383,0.73,0.27,0.286,0.27,0.028,A-,19,16.0,3.0,-0.497,-0.449,-0.653,-0.314,-0.361,0.05,-0.542,-0.093,-0.148,-0.268,-0.266,0.025,0.106,0.124,0.096,-0.445,0.12,0.062,0.172,0.635,0.644,1.445,1.77,1.761,1.408,1.408,0.365,-1.106,-0.183,-0.361,-0.361,-0.105,-0.094,-0.391,0.188,0.143,0.5
88,2017-01-31,GM,27.12,18.861,0.078,0.128,0.067,0.345,0.093,0.349,0.793,0.938,0.01,0.007,0.15,3.8,0.304,0.307,-0.904,2.765,1.188,0.7,3.875,0.721,5.131,4.537,1.603,3.521,-0.006,1.238,8.301,6.316,9.664,10.658,11.805,11.805,0.372,3.681,0.171,0.092,0.197,0.086,0.095,0.345,0.162,0.345,0.142,0.455,0.541,0.777,0.543,0.153,BBB,14,12.0,2.0,1.874,0.749,-0.243,1.0,2.594,0.045,0.4,-0.412,-0.364,-0.351,-5.367,-0.361,0.155,0.215,-0.209,-0.189,-0.113,-0.345,-0.08,-0.061,3.387,-0.343,-0.194,-0.218,-0.187,-0.187,0.138,-0.086,0.397,5.053,3.259,0.109,-0.205,1.593,0.167,0.2,0.0
173,2013-02-28,TSN,4.627,7.497,0.203,0.055,0.04,0.101,0.161,0.206,0.484,0.955,0.085,0.074,0.159,1.301,0.13,0.37,0.36,1.404,0.322,0.382,0.943,2.853,24.76,23.661,4.105,5.556,-0.034,0.982,19.593,4.905,10.693,10.899,12.954,13.823,0.195,6.208,0.148,0.019,0.083,0.03,0.16,0.109,0.095,0.109,0.236,0.739,0.258,0.296,0.258,0.033,BBB,14,12.0,2.0,0.058,0.178,-0.222,-0.276,-0.436,-0.066,0.071,-0.248,-0.275,-0.059,-0.316,-0.074,-0.101,-0.141,0.039,-0.004,-0.054,0.056,-0.045,-0.006,-0.737,0.189,0.452,0.474,0.683,0.796,0.0,0.36,-0.239,-0.426,-0.426,-0.208,0.105,-0.312,0.167,0.2,0.0
89,2016-05-31,GPS,12.22,19.671,0.323,0.139,0.102,0.333,0.375,0.232,0.659,0.259,0.062,0.053,0.278,0.786,0.243,0.266,0.545,1.729,0.515,0.528,1.936,2.084,56.722,8.262,4.098,6.207,-0.089,2.813,6.593,5.245,7.623,7.688,8.067,8.067,0.453,4.492,0.41,0.058,0.401,0.093,0.29,0.333,0.232,0.333,0.849,0.66,0.34,0.449,0.34,0.096,BB+,10,12.0,-2.0,-0.075,-0.058,-0.236,-0.131,-0.172,0.075,0.356,-0.046,-0.172,-0.158,-0.174,-0.01,0.168,0.225,-0.009,0.138,0.007,0.084,0.148,-0.569,-0.634,-0.199,-0.558,-0.558,-0.536,-0.536,-0.624,-0.539,-0.067,-0.172,-0.172,-0.058,-0.056,-0.111,-0.167,0.2,-2.0
68,2016-11-30,DO,-5.68,3.393,0.241,0.444,0.211,-0.169,0.059,0.323,0.424,1.572,0.055,0.05,0.039,2.788,0.091,0.692,0.12,0.472,0.486,0.365,0.737,0.261,5.16,18.465,0.3,0.454,-0.214,0.652,7.147,6.5,-3.778,-3.778,-3.376,-3.376,1.404,3.252,2.855,-0.416,0.48,-0.515,0.11,-0.18,-0.099,-0.18,0.125,0.662,0.338,0.372,0.338,-0.184,BB+,10,14.0,-4.0,-4.483,-0.373,0.0,-0.041,-12.267,-0.019,0.059,0.0,0.064,-0.049,-0.221,-0.033,0.006,-0.032,-0.141,0.023,0.145,-0.178,-0.153,-0.074,0.175,0.291,-1.086,-1.086,-1.074,-1.074,0.023,-0.147,-0.022,-12.25,-12.25,-0.161,-0.026,-1.79,-0.286,-0.125,1.0
57,2017-02-28,CNX,-1.824,-2.492,0.09,0.063,-0.256,-0.127,-0.064,0.302,0.571,0.908,0.07,0.06,0.012,23.58,0.004,0.527,0.517,0.644,0.727,0.443,1.38,0.187,5.047,6.731,0.28,0.494,-0.101,0.941,-63.362,59.133,-6.542,-6.542,-6.542,-4.208,1.904,7.612,0.164,-0.29,0.063,-0.28,0.012,-0.128,-0.045,-0.128,0.013,0.567,0.412,0.414,0.421,0.033,B+,7,6.0,1.0,0.339,-0.413,0.084,-1.594,0.38,0.014,-0.494,-0.014,0.132,-0.5,-1.523,-0.002,-0.039,0.046,-0.097,-0.138,-0.14,-0.073,0.019,0.24,-4.13,-3.147,0.078,0.078,-0.152,-0.337,0.225,-0.123,-1.594,0.362,0.362,-1.591,-0.09,-0.56,0.167,-0.25,-1.5
64,2016-08-31,DHI,6.227,7.784,0.133,0.113,0.108,0.141,0.129,0.323,0.45,0.556,0.053,0.044,0.238,2.771,0.167,0.597,0.87,25.635,0.489,0.402,0.819,1.032,78.665,18.09,1.261,1.878,0.022,1.833,19.582,11.477,13.939,14.123,14.249,14.249,1.028,19.879,0.133,0.073,0.221,0.109,0.118,0.141,0.11,0.141,0.228,0.672,0.328,0.394,0.328,0.078,BBB-,12,10.0,2.0,0.236,0.285,-2.023,0.076,0.076,-0.084,-0.009,0.06,0.0,0.789,0.265,0.207,-0.097,-0.151,0.072,0.358,0.009,0.086,-0.007,-0.074,-0.176,-0.063,-0.146,-0.144,-0.137,-0.137,-0.065,-0.817,0.014,0.076,0.076,0.086,0.094,0.068,0.2,0.111,1.0
162,2015-01-31,SWN,8.162,13.303,0.431,0.581,0.353,0.141,0.25,0.215,0.544,0.503,0.057,0.057,0.004,0.802,0.001,0.395,0.029,0.598,0.327,0.387,1.192,0.461,8.063,2.632,0.687,1.011,-0.182,1.52,27.126,7.128,11.32,11.32,11.53,11.53,2.369,4.093,0.0,0.19,0.581,0.321,0.278,0.202,0.119,0.202,0.268,0.68,0.32,0.32,0.32,0.419,BBB-,12,14.0,-2.0,-0.017,0.012,0.0,-0.019,-0.135,-0.016,0.488,0.018,0.018,-0.2,-1.397,-0.032,-0.054,-0.035,-0.017,0.019,-0.006,0.003,-0.035,-0.48,-0.545,-0.002,-0.445,-0.445,-0.445,-0.445,-0.447,-0.453,-0.019,-0.11,-0.11,-0.032,0.04,-0.021,-0.143,0.167,-2.0
38,2015-10-31,CHK,-8.542,-11.395,0.206,-0.285,-0.447,-0.401,-0.333,0.321,0.581,0.986,0.062,0.059,0.111,-2.315,0.062,0.527,-1.263,0.692,0.792,0.511,1.516,0.485,8.939,8.168,0.669,1.266,-0.25,0.65,13.418,-5.187,-139.39,-138.04,-130.59,-130.59,0.271,1.739,0.184,-0.374,-0.27,-0.492,-0.127,-0.535,-0.179,-0.419,-0.131,0.411,0.422,0.442,0.444,-0.207,BB-,8,10.0,-2.0,-5.107,-4.893,0.056,-1.934,-6.985,0.025,-0.021,-0.205,-0.234,1.775,2.214,0.08,0.02,0.024,0.071,0.13,0.0,0.091,0.068,-0.419,-1.067,-1.931,-1.256,-1.276,-1.279,-1.291,-0.729,-0.547,-1.823,-8.535,-7.162,-1.885,-0.019,-1.958,-0.2,0.25,-2.0
141,2014-03-31,PHM,17.924,3.892,0.216,0.112,0.106,0.766,0.103,0.251,0.468,0.599,0.067,0.064,0.405,3.453,0.048,0.51,0.967,77.005,0.448,0.34,0.879,0.734,33.374,22.099,0.844,1.222,0.225,1.573,108.661,15.702,12.793,12.966,2.856,2.856,1.288,8.301,0.022,0.461,0.209,0.093,0.082,0.766,0.586,0.766,0.136,0.69,0.31,0.325,0.31,0.467,BB+,10,9.0,1.0,6.021,1.303,0.293,0.6,4.247,-0.321,1.066,-0.043,-0.072,0.246,-0.016,-0.284,-0.422,-0.604,-0.008,0.024,0.133,-0.192,-0.487,-0.513,-13.607,-0.386,-0.42,-0.426,-0.884,-0.884,-0.106,0.034,0.222,4.247,4.247,0.071,0.572,6.185,0.111,0.125,0.0
9,2012-06-30,AKS,-2.196,-3.755,-0.044,-0.003,-0.032,-0.307,-0.143,0.211,0.891,0.436,0.076,0.057,0.012,-47.638,0.25,0.178,-0.936,1.913,1.428,0.765,8.027,1.398,10.448,8.912,5.218,12.597,-0.009,1.782,34.651,-99.433,-3.837,-3.837,-3.669,-3.669,0.101,-4.876,1.906,-0.028,0.031,-0.044,-0.004,-0.307,-0.099,-0.307,0.043,0.414,0.592,0.789,0.588,0.004,B+,7,8.0,-1.0,3.662,-6.555,0.189,-1.088,2.489,0.038,-0.5,0.206,0.14,-0.52,-0.112,0.045,0.088,0.338,-0.018,-0.028,0.034,0.054,0.265,0.23,0.497,-10.181,-0.967,-0.967,-0.76,-0.76,-0.294,0.666,-0.537,2.489,2.489,-0.552,-0.167,-0.818,-0.125,-0.111,0.0
126,2015-12-31,MS,2.208,3.707,0.002,0.326,0.289,0.054,0.027,0.418,0.909,1.11,0.023,0.009,0.249,27.515,0.615,0.177,0.123,121.119,1.985,0.907,10.124,0.047,0.138,0.039,0.185,0.519,0.022,0.909,19.281,33.746,12.984,13.422,19.758,19.881,1.608,-4.227,0.553,0.094,0.326,0.108,0.015,0.048,0.033,0.049,0.015,0.322,0.638,1.658,0.642,0.136,BBB+,16,19.0,-3.0,0.248,0.814,-0.964,-0.119,-0.481,-0.009,-0.521,-0.395,-0.4,-0.227,-0.869,0.027,-0.017,-0.2,-0.06,-0.266,-1.348,0.108,-0.248,0.922,1.313,-0.125,0.44,0.47,1.552,1.5,1.307,-4.676,-0.119,-0.2,-0.462,-0.211,0.47,-0.166,-0.158,-0.136,0.0
