年月,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
201001,-5.02722758120947,-8.424896271618579,-6.732657677012961,-1.436505756726103,-4.770208689085142,-8.365228725962641,-8.34169186115485,-7.097961036337725,-8.389895310321254,-7.958640191320999
201002,-2.426740309240366,-3.014029529256166,1.7638377691831948,-0.875661399495986,-4.52119308637652,-3.84419116299503,-4.005427642422125,-2.6397242475597382,-1.934897181278102,-5.71080620470677
201003,7.819232795614354,7.78135440982852,3.8887905513795333,3.2129182966756753,8.136376754898166,6.613820390126772,6.342818192348167,6.8998692764896505,8.585533497705718,8.926917901715461
201004,0.8614199842094835,6.434448126797396,0.2245132262422892,2.129264507512584,1.7950626155132339,2.2794801376255602,-0.02240811791609885,0.2240534828894261,0.023982149433969834,-0.1914495436920782
201005,-2.6523575625258444,-12.591203752206885,-6.327462731545264,-7.7448498087457525,-6.884849107216156,-8.734748242171143,-9.248591586571935,-9.427230590920944,-8.152391522517942,-8.57737413173976
201006,-0.04108369966327103,-0.6903646542372174,-4.589141242608709,3.1120374244570574,-1.2275004054334504,1.5805074466907107,2.802641162756957,-0.7458982870386468,-0.7158689179675939,0.41725783380637427
201007,12.64251464387653,8.626809753113774,6.4408119684939225,9.465140680676956,6.9867131183118,9.857158498790024,10.04444159575905,9.755885800790697,6.334256033291515,9.11035256158011
201008,-0.13672856773234335,-0.940041775797331,2.1183635635246536,0.7596433860685582,1.4123212421555478,-1.6557860044412946,0.7077364828381472,1.8972836326082412,-3.6430839804748874,-4.926948814670936
201009,9.512687243878199,6.710863892072769,9.046810948368577,9.628869693037696,6.982251870412453,8.041332547822325,7.613692708452124,14.868309600140563,8.133862490400052,6.967556918723105
201010,2.2631528538297134,1.8165182164115492,5.173088245320746,1.0805967873418607,0.17442439176260288,1.1901539454857675,2.26449771840533,-1.4533841937636114,0.5378140779357152,-1.5409351828872229
201011,6.746385841511046,1.9264153993386657,-0.15969851545846425,0.7980320946935354,0.6036816500955978,-1.6090437462412672,-1.8394700183840351,-1.3092936340749213,0.1319707153198027,-3.1051257483450363
201012,9.049378946567632,6.184205148966149,6.159707908646682,3.7749434523106076,10.962634824171975,8.69188884161351,10.862921424075374,17.386060717103142,4.54643832626029,7.571734382183579
201101,2.175428857050767,4.376641076091546,2.609083563426614,-1.2921520641758442,0.23813207192834138,3.2948263534858335,0.5292275104701225,2.8172992015518794,-1.4607027538362662,-1.1822453511885775
